Plantation year,Plot,canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2017,25,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2017,26,13,12,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2017,27,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2017,34,16,9,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2017,34,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2017,34,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2019,3,14,11,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2019,4,13,12,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,2,18,7,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,8,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,9,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,9,14,11,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,9,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,17,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,23,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,23,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,23,10,15,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,25,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,26,12,13,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,26,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,26,16,9,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,26,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,27,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,29,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,31,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,31,14,11,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,31,19,6,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,39,18,7,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,43,5,20,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,43,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,43,13,12,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2020,45,18,7,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2010,7,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,26,14,10,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,27,17,7,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,32,11,13,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,33,14,10,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,33,9,15,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2017,34,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2019,4,11,13,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2019,8,12,12,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,5,15,9,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,9,11,13,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,9,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,14,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,19,15,9,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,23,14,10,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,26,17,7,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,27,14,10,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,31,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,31,18,6,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,40,14,10,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,41,19,5,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2020,44,11,13,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0.000,0.014,0.001,153.938
2010,6,14,9,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2017,25,12,11,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2017,33,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2017,34,11,12,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2017,35,11,12,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2017,35,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2019,2,12,11,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2019,8,11,12,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,8,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,9,12,11,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,9,14,9,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,9,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,11,14,9,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,14,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,15,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,19,14,9,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,21,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,22,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,12,11,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,11,12,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,10,13,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,10,13,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,23,10,13,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,24,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,26,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,31,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,31,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,33,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,33,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,36,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,39,14,9,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,39,11,12,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,41,15,8,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,41,13,10,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2020,42,17,6,0.010,0.12,0.015,0.001,0.014,0.001,0.030,0.002,0.007,0.000,0.006,0.000,0.013,0.001,153.938
2010,3,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,27,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,28,17,5,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,34,7,15,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,34,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,34,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,34,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,35,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,35,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,2,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,4,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,6,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,9,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,9,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,9,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,10,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,12,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,13,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,15,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,20,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,23,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,24,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,26,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,26,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,26,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,30,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,31,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,31,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,31,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,32,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,33,10,12,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,37,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,39,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,39,9,13,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,39,13,9,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,40,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,40,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,41,15,7,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,43,12,10,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2020,43,14,8,0.010,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0.000,0.005,0.000,0.012,0.001,153.938
2017,26,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2017,29,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2017,35,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2017,35,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2019,1,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2019,4,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2019,4,9,12,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2019,5,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2019,7,13,8,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,8,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,8,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,8,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,9,13,8,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,9,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,9,13,8,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,9,13,8,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,12,6,15,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,15,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,15,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,16,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,17,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,23,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,23,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,23,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,28,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,14,7,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,14,7,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,13,8,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,15,6,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,31,16,5,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,35,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,36,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,39,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,39,12,9,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,39,10,11,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,42,9,12,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,44,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2020,45,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0.000,0.005,0.000,0.011,0.001,153.938
2010,7,7,13,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2017,26,11,9,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2017,33,10,10,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2017,34,11,9,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2017,34,12,8,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,6,11,9,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,6,10,10,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,12,8,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,12,8,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,11,9,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,8,12,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,12,8,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,9,11,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,11,9,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,13,7,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
2020,9,13,7,0.008,0.10,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0.000,0.004,0.000,0.010,0.001,153.938
